move,-5.485265,-0.2366623
move,-6.693535,-0.17202705
move,-7.971789,-0.098959565
move,-9.153931,-0.09583242
move,-10.36725,-0.16735779
move,-11.57072,-0.21446484
move,-12.753139,-0.21010722
move,-13.961732,-0.15340838
move,-15.178766,-0.055633213
move,-16.366377,0.062705725
move,-17.570604,0.18001814
move,-18.751825,0.23255321
move,-19.934246,0.23792818
move,-21.110632,0.20146734
move,-22.253496,0.15059908
move,-23.37305,0.077319354
move,-24.48966,-0.03229589
move,-25.7159,-0.15035123
move,-26.936136,-0.16089949
move,-28.122217,-0.093470134
move,-29.324657,-0.02300918
move,-30.505135,0.046168108
move,-31.669151,0.1142193
move,-32.839706,0.15987346
move,-33.999916,0.14639185
move,-34.12082,0.14154787
cluster,2
move,0.35295683,-10.084877
move,1.47079,-10.375456
move,2.6286066,-10.640519
move,3.7889469,-10.868371
move,4.9667573,-11.059859
move,6.104333,-11.179788
move,7.3059144,-11.262786
move,8.471322,-11.297518
move,9.604229,-11.29479
move,10.719598,-11.245124
move,11.9157,-11.162441
move,13.120112,-11.0465145
move,14.263543,-10.928552
move,15.401545,-10.811551
move,16.54579,-10.701925
move,17.691551,-10.609364
move,18.865946,-10.531154
move,20.110706,-10.451637
move,21.307264,-10.375199
move,22.515085,-10.302843
move,23.701849,-10.248736
move,24.904686,-10.185681
move,26.095423,-10.104794
move,27.263983,-9.970897
move,28.314016,-9.586456
move,29.261856,-8.892756
move,30.158075,-8.072229
move,31.013517,-7.2400637
move,31.861265,-6.5060196
move,32.797264,-5.765517
move,33.72032,-5.0352526
move,34.275124,-4.5963326
