move,-6.4785166,-31.138893
move,-5.356525,-31.142334
move,-4.240063,-31.146282
move,-3.0878234,-30.982504
move,-1.9786092,-30.534487
move,-1.0129515,-29.933903
move,-0.15650192,-29.03795
move,0.42885983,-28.007935
move,0.797297,-26.880703
move,0.92480445,-25.723219
move,0.9201133,-24.601507
move,0.837436,-23.427485
move,0.74040717,-22.28761
move,0.6450654,-21.16415
move,0.54862046,-20.013184
move,0.45978785,-18.834078
move,0.41777903,-17.679892
move,0.41605884,-16.513983
move,0.45664558,-15.359741
move,0.5093802,-14.20044
move,0.5098888,-13.040455
move,0.41390204,-11.917311
move,0.2497124,-10.774097
move,0.06688416,-9.667109
move,-0.14072101,-8.502981
move,-0.3450443,-7.3159704
move,-0.4814636,-6.185867
move,-0.48017868,-5.0270286
move,-0.40930778,-4.4595203
cluster,2
move,-26.499939,0.5
move,-25.532076,0.5056876
move,-24.31271,0.44454512
move,-23.197731,0.38691688
move,-21.999426,0.34615773
move,-20.878277,0.3024933
move,-19.735193,0.25670427
move,-18.548147,0.2091518
move,-17.377398,0.1672797
move,-16.245106,0.12726644
move,-15.032397,0.047535945
move,-13.914623,-0.04947605
move,-12.66885,-0.19181785
move,-11.489736,-0.33686647
move,-10.337919,-0.47855756
move,-9.24615,-0.6128619
move,-8.061577,-0.7585821
move,-7.7989206,-0.7908929
