move,-13.134819,-1.1781121
move,-14.305827,-1.2116544
move,-15.460486,-1.2376215
move,-16.60267,-1.1792146
move,-17.827562,-1.0487193
move,-18.972422,-0.89602184
move,-20.158058,-0.7597879
move,-21.282213,-0.6746271
move,-22.458336,-0.6303359
move,-23.574717,-0.6332323
move,-24.727335,-0.7040042
move,-25.910202,-0.8140597
move,-27.019146,-0.88077986
move,-28.168056,-0.88129896
move,-29.295557,-0.77199584
move,-30.425611,-0.59479105
move,-31.531769,-0.3765289
move,-32.662544,-0.17067097
move,-33.79966,-0.047403034
move,-34.01344,-0.029869001
cluster,2
move,0,-10
move,0.019687654,-10.373478
move,0.12914127,-11.539751
move,0.25194877,-12.693732
move,0.3193773,-13.890206
move,0.18088858,-15.079176
move,-0.11399579,-16.14954
move,-0.5321544,-17.290737
move,-0.95438194,-18.3894
move,-1.3746338,-19.482927
move,-1.8027786,-20.596989
move,-2.2171085,-21.675116
move,-2.637363,-22.76864
move,-3.0596068,-23.867296
move,-3.495954,-24.960316
move,-3.9797459,-26.01508
move,-4.540146,-27.049725
move,-5.177111,-28.08492
move,-5.840396,-29.148127
move,-6.486672,-30.184067
move,-7.083496,-31.14074
