move,-26.499939,0.5
move,-25.524824,0.617726
move,-24.419685,0.6918753
move,-23.292505,0.7483479
move,-22.237503,0.7753949
move,-21.1417,0.72525537
move,-20.02451,0.5688962
move,-18.930029,0.3402586
move,-17.869926,0.10085827
move,-16.74747,-0.14677961
move,-15.582729,-0.24773034
move,-14.485903,-0.2560017
move,-13.305467,-0.23727125
move,-12.117908,-0.33037272
move,-10.972506,-0.4273587
move,-9.795866,-0.52698976
move,-8.6712885,-0.62221235
move,-9.795866,-0.52698976
move,-7.484236,-0.72272515
move,-7.182143,-0.7483046
move,0,0
