metadata,origin:caerleon,destination:blackthorne-quarry,name:Default Trade Mission
move,-16.102785,-49.808167
move,-14.0770445,-50.2309
move,-12.0596895,-50.64664
move,-9.962296,-51.10182
move,-8.00158,-51.728703
move,-6.1054583,-52.53314
move,-4.2117295,-53.366947
move,-2.5263605,-54.486668
move,-1.2487614,-56.02219
move,-0.2690681,-57.710934
move,0.5817218,-59.628586
move,1.3354998,-61.399868
move,2.1683455,-63.34658
move,3.4426467,-64.98285
move,5.172691,-66.113655
move,6.995333,-67.15299
move,8.692102,-68.369156
move,10.278368,-69.75606
move,11.615652,-71.35529
move,12.557312,-73.17056
move,13.065206,-75.153915
move,13.327955,-77.18654
move,13.517996,-79.266495
move,13.728278,-81.28631
move,13.988047,-83.33933
move,14.193648,-85.43666
move,14.235849,-87.91503
move,14.071547,-90.49886
move,13.889406,-93.15454
move,13.738868,-95.71533
move,13.649376,-98.33889
move,13.695986,-101.01255
move,13.761017,-103.637436
move,13.823986,-106.15344
move,13.891834,-108.863556
move,13.966531,-112.24412
move,14.024868,-115.62492
move,14.044075,-119.06993
move,14.040409,-122.51506
move,14.03502,-126.00804
move,14.027722,-129.32565
move,14.020251,-132.69127
move,14.013025,-136.00903
move,14.005887,-139.26297
move,13.99883,-142.50099
move,13.991012,-146.01016
move,13.981725,-149.56717
move,13.691318,-152.96521
move,12.99157,-156.02599
cluster,18
move,10.000001,370.49988
move,9.995196,369.28796
move,9.986602,368.11887
move,9.973754,366.90695
move,9.971425,365.7058
move,10.0127945,364.55896
move,10.046723,363.3904
move,10.065565,362.22156
move,10.040895,361.04224
move,9.996877,359.87405
move,9.966952,358.71616
move,9.9046545,357.5596
move,9.79379,356.4012
move,9.724788,355.23425
move,9.6059,354.08206
move,9.45608,352.95514
move,9.296503,351.76465
move,9.28719,350.6618
move,9.376291,349.54996
move,9.485022,348.38596
move,9.609235,347.2667
move,9.7161,346.15656
move,9.791887,345.02225
move,9.886514,343.86792
move,10.007881,342.78073
move,10.120172,341.59586
move,10.136539,340.43793
move,10.131283,339.32254
move,10.131368,338.19644
move,10.146252,336.9953
move,10.117434,335.90186
move,9.998902,334.6745
move,9.791363,333.44806
move,9.53014,332.29776
move,9.215248,331.1053
move,8.828305,329.94632
move,8.241484,328.901
move,7.4668813,327.97006
move,6.6153817,327.13846
move,5.7374105,326.35046
move,4.884677,325.5825
move,3.9716144,324.75333
move,3.1191044,323.9535
move,2.3255026,323.1398
move,1.6437801,322.21835
move,1.1577215,321.15665
move,0.8152295,320.0618
move,0.56339633,318.87668
move,0.4238606,317.6841
move,0.40174463,316.4622
move,0.56711936,315.0766
move,0.956503,313.61008
move,1.4144052,312.17667
move,1.8973637,310.7515
move,2.483171,309.3515
move,3.1985714,308.01346
move,4.076421,306.77576
move,5.024196,305.60733
move,6.050149,304.43527
move,7.070616,303.276
move,7.9672065,302.2366
move,8.715013,301.13458
move,9.253325,299.90256
move,9.566475,298.42
move,9.646499,296.89142
move,9.622273,295.519
move,9.587855,294.1071
move,9.618422,292.7084
move,9.720102,291.16742
move,9.865783,289.7628
move,10.069836,288.3654
