metadata,origin:fort-sterling,destination:aspenwood
move,266.32828,0.705797
move,267.57263,0.77392846
move,268.82788,0.8627434
move,270.08658,1.0295753
move,271.2888,1.3951638
move,272.4127,1.930711
move,273.40924,2.6956873
move,274.28488,3.5989153
move,275.08716,4.567931
move,275.86105,5.605843
move,276.5968,6.6118035
move,277.40152,7.5288033
move,278.43668,8.192439
move,279.83636,8.5693865
move,281.10077,8.785074
move,282.32126,8.968698
move,283.51944,9.137596
move,284.7833,9.266167
move,286.19714,9.33465
move,287.41925,9.340025
move,288.665,9.306547
move,290.0636,9.102581
move,291.24545,8.674944
move,292.46036,7.9747415
move,293.58585,7.078227
move,294.5746,6.0325804
move,295.5287,4.938053
move,296.33984,4.0240703
move,297.29398,3.028057
move,298.3924,2.0616138
move,299.64502,1.3075862
move,300.9164,0.8073505
move,302.24173,0.4747864
move,303.62473,0.23548393
move,305.01505,0.04397034
move,306.40216,-0.057747643
move,307.79285,-0.04331221
move,309.16724,0.07352792
move,310.4203,0.1882015
move,311.77258,0.2756367
move,313.04245,0.31314757
move,314.39755,0.3021859
move,315.75153,0.24579719
move,317.115,0.14250238
move,318.44098,0.027087128
move,319.78943,-0.10856783
move,321.0999,-0.25818932
move,322.5071,-0.4133422
move,323.90265,-0.5632538
move,325.32645,-0.66841114
move,326.76547,-0.7158899
move,328.19296,-0.6930059
move,329.5712,-0.64338374
move,330.9488,-0.71426105
move,332.31543,-0.75095314
move,333.6101,-0.7546545
move,334.8684,-0.7690626
move,336.21094,-0.808224
move,337.52332,-0.9293772
move,338.7907,-1.1929405
move,340.05396,-1.5272367
move,341.3179,-1.9432482
move,342.50342,-2.4616194
move,343.6253,-3.1527076
move,344.61084,-4.0086584
move,345.46884,-4.9935718
move,346.30347,-6.030331
move,347.18542,-7.0264745
move,348.174,-7.8978186
move,349.28525,-8.582443
move,350.52496,-9.127995
move,351.7734,-9.511551
move,353.07715,-9.777829
move,354.43124,-9.966929
move,355.81543,-10.107114
move,357.20364,-10.200606
move,358.4249,-10.244917
move,359.85013,-10.328612
move,361.09326,-10.41731
move,362.46835,-10.524943
move,363.89322,-10.616535
move,365.3195,-10.679337
move,366.7109,-10.67876
move,368.13513,-10.583778
move,369.39575,-10.426332
move,370.12344,-10.302889
cluster,4388
move,-365.5,-250
move,-364.97488,-249.98755
move,-363.7327,-250.05457
move,-362.65057,-250.0815
move,-361.45044,-249.86139
move,-360.2782,-249.44551
move,-359.12744,-248.97289
move,-357.99274,-248.48955
move,-356.99133,-248.04933
move,-355.90442,-247.4673
move,-354.84186,-246.84103
move,-353.79086,-246.17558
move,-352.89288,-245.53246
move,-352.01532,-244.84409
move,-351.2017,-244.06702
move,-350.50623,-243.18207
move,-349.89343,-242.16217
move,-349.5045,-241.07516
move,-349.39136,-239.9564
move,-349.42862,-238.80977
move,-349.5124,-237.6545
move,-349.5492,-236.52911
move,-349.58237,-235.34987
move,-349.61984,-234.18144
move,-349.64536,-233.01277
move,-349.6482,-231.86522
move,-349.63705,-230.6534
move,-349.6055,-229.45268
move,-349.53217,-228.27522
move,-349.42535,-227.02498
move,-349.3022,-225.86246
move,-349.1561,-224.65941
move,-348.98926,-223.44818
move,-348.83328,-222.34372
move,-348.65005,-221.1566
move,-348.43362,-219.97511
move,-348.14822,-218.8421
move,-347.74863,-217.74428
move,-347.2338,-216.65932
move,-346.64728,-215.62375
move,-345.94205,-214.67947
move,-345.11212,-213.78198
move,-344.1857,-212.93646
move,-343.09778,-212.21213
move,-342.01974,-211.7094
move,-340.8649,-211.3446
move,-339.69,-211.09563
move,-338.5123,-210.92172
move,-337.2754,-210.78954
move,-336.09818,-210.71461
move,-334.70096,-210.68272
move,-333.20978,-210.70772
move,-331.71902,-210.75604
move,-330.16245,-210.81192
move,-328.6872,-210.90804
move,-327.21277,-211.01636
move,-325.69843,-211.11949
move,-324.23392,-211.16193
move,-322.75626,-211.12527
move,-321.21667,-211.00377
move,-319.81076,-210.91371
move,-318.4314,-210.89937
move,-317.0277,-210.91017
move,-315.63657,-210.945
move,-314.1969,-210.96414
move,-312.81876,-210.9123
move,-311.49615,-210.76706
move,-310.15125,-210.4187
move,-308.89978,-209.84169
move,-307.7339,-209.08453
move,-306.70685,-208.1831
move,-305.75272,-207.15419
move,-304.90402,-206.06738
move,-304.0813,-204.88574
move,-303.23703,-203.75035
move,-302.2477,-202.80939
move,-301.0657,-202.0565
move,-299.76465,-201.47081
move,-298.45004,-201.01514
move,-297.06525,-200.62225
move,-295.719,-200.32196
move,-294.3085,-200.03218
move,-292.93494,-199.7436
move,-291.55237,-199.43907
move,-290.1612,-199.1183
move,-288.74368,-198.75203
move,-287.55438,-198.3804
move,-286.36954,-197.83229
move,-285.34622,-197.1231
move,-284.31244,-196.21037
move,-283.3409,-195.16515
move,-282.6125,-194.16933
move,-281.89615,-192.977
move,-281.3034,-191.73193
move,-280.80142,-190.4216
move,-280.38986,-189.05473
move,-280.1155,-187.69131
move,-279.94888,-186.26115
move,-279.80756,-184.90118
move,-279.6372,-183.49596
move,-279.36835,-182.14348
move,-278.94583,-180.81902
move,-278.43283,-179.71016
move,-277.7681,-178.51558
move,-276.973,-177.34508
move,-276.01404,-176.3055
move,-274.92303,-175.38536
move,-273.79193,-174.55441
move,-272.67166,-173.69002
move,-271.73596,-172.61667
move,-271.14264,-171.52205
move,-270.62283,-170.25786
move,-270.1759,-168.86401
move,-269.8661,-167.49554
move,-269.6494,-166.0844
move,-269.45306,-164.70691
move,-269.239,-163.27078
move,-268.98163,-161.8912
move,-268.68164,-160.70674
move,-268.22565,-159.32861
move,-267.6925,-157.95224
move,-267.17807,-156.84396
move,-266.46613,-155.57922
move,-265.75388,-154.57184
move,-264.9256,-153.62517
move,-263.7968,-152.67644
move,-262.69394,-152.02394
move,-261.55087,-151.52867
move,-260.37292,-151.16185
move,-259.18262,-150.88503
move,-257.91107,-150.64188
move,-256.64447,-150.44014
move,-255.2361,-150.20634
move,-254.03435,-149.92683
move,-252.70633,-149.37671
move,-251.62607,-148.64497
move,-250.7226,-147.72108
move,-250.04185,-146.59448
move,-249.6278,-145.43353
move,-249.39882,-144.02611
move,-249.34044,-142.80562
move,-249.30946,-141.36606
move,-249.28343,-140.13214
move,-249.25337,-138.71677
move,-249.22691,-137.49495
move,-249.19247,-136.24913
move,-249.19171,-135.02707
move,-249.17975,-133.72032
move,-249.13536,-132.30537
move,-249.08798,-131.08423
move,-248.99846,-129.67139
move,-248.88132,-128.40636
move,-248.73393,-127.13247
move,-248.60179,-125.795906
move,-248.49069,-124.53034
move,-248.44301,-123.06721
move,-248.50441,-121.8229
move,-248.65178,-120.56114
move,-248.83952,-119.31682
move,-248.95337,-117.906456
move,-248.96764,-116.68458
move,-248.87518,-115.45478
move,-248.62224,-114.26169
move,-247.98695,-113.15457
move,-247.091,-112.32665
move,-245.80577,-111.69347
move,-244.57098,-111.458595
move,-243.10948,-111.25233
move,-241.95634,-110.858215
move,-240.8574,-109.91073
move,-240.27118,-108.57769
move,-240.08961,-107.358086
move,-240.0243,-105.84705
move,-239.87737,-104.42794
move,-239.5876,-103.22967
move,-238.99214,-102.11495
move,-238.11479,-101.21724
move,-237.03853,-100.593506
move,-235.82196,-100.23373
move,-234.5831,-100.11865
move,-233.31308,-100.15555
move,-232.0676,-100.20019
move,-230.78595,-100.24633
move,-229.49132,-100.23581
move,-228.2329,-100.22976
move,-226.79362,-100.196144
move,-225.47798,-100.1042
move,-224.13095,-99.95636
move,-222.91473,-99.83994
move,-221.64467,-99.809746
move,-220.33798,-99.80225
move,-219.00787,-99.84934
move,-217.71967,-99.97647
move,-216.46245,-100.159454
move,-215.15446,-100.32878
move,-213.78426,-100.48759
move,-212.55623,-100.61043
move,-211.27747,-100.70886
move,-209.96,-100.76967
move,-208.64128,-100.78836
move,-207.28616,-100.79379
move,-206.02892,-100.843544
move,-204.74008,-100.96447
move,-203.43024,-101.11883
move,-202.1217,-101.28385
move,-200.78764,-101.439224
move,-199.53154,-101.51223
move,-198.23705,-101.521065
move,-196.9329,-101.44428
move,-195.65671,-101.23021
move,-194.39653,-100.933784
move,-193.12933,-100.61457
move,-191.8418,-100.39365
move,-190.5509,-100.30083
move,-189.25633,-100.30928
move,-187.92711,-100.37654
move,-186.62442,-100.480194
move,-185.30818,-100.55984
move,-183.96516,-100.57226
move,-182.64616,-100.5714
move,-181.27876,-100.5702
move,-180.0085,-100.547195
move,-178.68994,-100.51827
move,-177.34726,-100.48516
move,-175.98036,-100.451904
move,-174.6988,-100.400566
move,-173.36992,-100.32708
move,-171.9974,-100.19121
move,-170.75134,-100.01552
move,-169.38565,-99.75127
move,-168.17818,-99.323555
move,-167.06035,-98.67331
move,-166.03868,-97.78632
move,-165.25839,-96.83104
move,-164.52254,-95.73673
move,-163.78656,-94.58441
move,-163.05927,-93.57351
move,-162.13928,-92.63048
move,-161.10286,-91.81641
move,-159.92087,-91.1565
move,-158.66896,-90.67301
move,-157.43497,-90.37465
move,-156.10028,-90.22967
move,-154.86772,-90.165565
move,-153.55031,-90.1009
move,-152.23341,-90.02891
move,-150.98251,-89.895905
move,-149.72514,-89.54807
move,-148.53383,-88.957756
move,-147.51518,-88.201324
move,-146.60413,-87.26575
move,-145.76514,-86.21719
move,-145.06152,-85.2036
move,-144.3887,-84.11164
move,-143.65485,-83.0614
move,-142.68092,-82.21315
move,-141.54019,-81.60424
move,-140.3037,-81.22369
move,-139.02257,-80.96653
move,-137.7288,-80.78374
move,-136.41315,-80.69783
move,-135.04736,-80.635155
move,-133.7057,-80.572655
move,-132.42493,-80.503975
move,-131.09573,-80.43487
move,-129.69379,-80.36597
move,-128.3879,-80.318665
move,-127.04509,-80.28999
move,-125.70217,-80.26603
move,-124.347084,-80.24572
move,-123.00412,-80.22493
move,-121.69747,-80.20659
move,-120.33019,-80.20465
move,-119.03551,-80.20415
move,-117.72872,-80.21139
move,-116.397736,-80.21518
move,-115.00646,-80.19689
move,-113.67743,-80.12562
move,-112.33893,-80.01496
move,-111.04152,-79.85894
move,-109.72377,-79.60439
move,-108.42646,-79.17532
move,-107.2529,-78.52828
move,-106.190445,-77.669075
move,-105.2433,-76.6679
move,-104.404785,-75.5728
move,-103.616196,-74.51563
move,-102.788124,-73.44299
move,-101.85433,-72.46288
move,-100.77134,-71.62999
move,-99.556725,-70.98007
move,-98.295456,-70.51934
move,-97.00398,-70.15109
move,-95.668274,-69.86019
move,-94.28545,-69.619545
move,-92.9742,-69.391136
move,-91.562,-69.11081
move,-90.29666,-68.836845
move,-89.00767,-68.55779
move,-87.7248,-68.2525
move,-86.49158,-67.82307
move,-85.306366,-67.24569
move,-84.198944,-66.531845
move,-83.23965,-65.66408
move,-82.3923,-64.65445
move,-81.68574,-63.556175
move,-81.10806,-62.37117
move,-80.660965,-61.118237
move,-80.34748,-59.86233
move,-80.08371,-58.582493
move,-79.8499,-57.296783
move,-79.62327,-56.022076
move,-79.35393,-54.731136
move,-79.00355,-53.54844
move,-78.44849,-52.38171
move,-77.57495,-51.419735
move,-76.46277,-50.788746
move,-75.21379,-50.4094
move,-73.98506,-50.204456
move,-72.69369,-50.1167
move,-71.41125,-50.09524
move,-70.12878,-50.075012
move,-68.8584,-50.055008
move,-67.53962,-50.034554
move,-66.281456,-50.010532
move,-64.97498,-49.98097
move,-63.69263,-49.95519
move,-62.434277,-49.95055
move,-61.16398,-49.971363
move,-59.906223,-50.011597
move,-58.624123,-50.04824
move,-57.35412,-50.08452
move,-56.0719,-50.11629
move,-54.81404,-50.153027
move,-53.568443,-50.19477
move,-52.2867,-50.241753
move,-51.005005,-50.290146
move,-49.783806,-50.33757
move,-48.52594,-50.374203
move,-47.26799,-50.40782
move,-46.022102,-50.439777
move,-44.764183,-50.474453
move,-43.494183,-50.510075
move,-42.006466,-50.55179
move,-40.72438,-50.587933
move,-39.478886,-50.632538
move,-38.161243,-50.690186
move,-36.916145,-50.74491
move,-35.562317,-50.805977
move,-34.281006,-50.863792
move,-32.902996,-50.925964
move,-31.621693,-50.98378
move,-30.376665,-51.03996
move,-29.10746,-51.09723
move,-27.838255,-51.15449
move,-27.376505,-51.17533
move,-27.380415,-50.963615
move,-27.437298,-49.94528
move,-27.622532,-48.91339
move,-27.87891,-47.88617
move,-28.134335,-46.87854
move,-28.365795,-45.83605
move,-28.498997,-44.795425
move,-28.635115,-43.735752
move,-28.771263,-42.676075
move,-28.907942,-41.606792
move,-29.036818,-40.565617
move,-29.166279,-39.52451
move,-29.293327,-38.5025
move,-29.41959,-37.47069
move,-29.519783,-36.426468
move,-29.534443,-35.348988
move,-29.42527,-34.364597
move,-29.135553,-33.34696
move,-28.74875,-32.361614
move,-28.236805,-31.458735
move,-27.48265,-30.70893
move,-26.57489,-30.250698
move,-25.546328,-30.007837
move,-24.50329,-29.897503
move,-23.475555,-29.831121
move,-22.419184,-29.760263
move,-21.345352,-29.665874
move,-20.297596,-29.517092
move,-19.298864,-29.232237
move,-18.326447,-28.839111
move,-17.330038,-28.379976
move,-16.364973,-27.858564
move,-15.509963,-27.268566
move,-14.708481,-26.562746
move,-13.942562,-25.72484
move,-13.341152,-24.948957
move,-12.712274,-24.085354
move,-12.119386,-23.151108
move,-11.65948,-22.251575
move,-11.277859,-21.274658
move,-10.970565,-20.271847
move,-10.721683,-19.223072
move,-10.503477,-18.167387
move,-10.297469,-17.158327
move,-10.097132,-16.118721
move,-9.903785,-15.077778
move,-9.705157,-14.008443
move,-9.509201,-12.958195
move,-9.299668,-11.969689
move,-9.008633,-10.931783
move,-8.642963,-9.677201
move,-8.187233,-8.427128
move,-7.6161513,-7.1985955
move,-6.9414454,-6.0097036
move,-6.209629,-4.9272823
move,-5.373845,-3.8610697
move,-4.3667626,-2.8685613
move,-3.3235948,-2.1240122
move,-2.1414037,-1.5146565
move,-0.8781462,-1.0611409
move,0.42513555,-0.7938538
move,1.7576884,-0.62700766
move,3.0695214,-0.49065912
move,4.4175415,-0.3513507
move,5.7173357,-0.21620427
move,7.089341,-0.07356429
move,8.35385,0.049494695
move,9.646581,0.11750882
move,10.953054,0.14553449
move,12.259837,0.14502995
move,13.614968,0.13103014
move,14.861198,0.11787526
move,16.216322,0.10356879
move,17.486752,0.09015369
move,18.878218,0.08175828
move,20.22132,0.084013395
move,21.552324,0.08751919
move,22.931728,0.09115389
move,24.262733,0.09465668
move,25.666338,0.09835426
move,27.033646,0.10111624
move,28.388695,0.08341044
move,29.815668,0.03503426
move,31.170074,-0.011112817
move,32.63332,-0.060969625
move,34.084644,-0.10466909
move,35.306496,-0.1291357
move,36.63722,-0.1554782
move,38.00435,-0.17697203
move,39.419876,-0.1992499
move,40.859592,-0.22118185
move,42.178013,-0.25610882
move,43.54486,-0.29078346
move,44.972214,-0.32583266
move,46.303116,-0.33540472
move,47.645924,-0.30760562
move,48.96453,-0.2803924
move,50.307404,-0.2558211
move,51.65032,-0.23402871
move,53.005394,-0.21550497
move,54.36047,-0.19856708
move,55.642952,-0.18252668
move,56.94963,-0.1661858
move,58.29265,-0.15772244
move,59.610485,-0.20763816
move,60.90219,-0.29543054
move,62.276398,-0.41477057
move,63.647526,-0.5647422
move,64.95534,-0.7354619
move,66.301476,-0.89179
move,67.65071,-1.0175502
move,69.005165,-1.0581092
move,70.32404,-1.0648766
move,71.75081,-1.1138214
move,73.101845,-1.2196449
move,74.39339,-1.3096066
move,75.636734,-1.3951626
move,76.97654,-1.4889073
move,78.26998,-1.5427909
move,79.55122,-1.4946351
move,80.790504,-1.3632691
move,82.0718,-1.1776849
move,83.329384,-0.9973651
move,84.65013,-0.83286226
move,85.902016,-0.70499504
move,87.25381,-0.60915226
move,88.521675,-0.52754647
move,89.826805,-0.46317112
move,91.18119,-0.41570517
move,92.535515,-0.36701208
move,93.84189,-0.33508188
move,95.20802,-0.380106
move,96.581276,-0.5095937
move,97.88959,-0.6759853
move,99.24961,-0.9054927
move,100.54901,-1.1929724
move,101.84048,-1.6704425
move,102.98265,-2.374189
move,103.99147,-3.2934647
move,104.80089,-4.379009
move,105.589264,-5.5106187
move,106.528656,-6.466002
move,107.68589,-7.235765
move,108.90378,-7.8293543
move,110.17401,-8.3974085
move,111.47256,-8.896561
move,112.799,-9.2733755
move,114.26161,-9.546225
move,115.642105,-9.719716
move,116.953026,-9.864518
move,118.2758,-10.012255
move,119.68264,-10.17046
move,121.02932,-10.322188
move,122.37321,-10.49674
move,123.7285,-10.677473
move,125.09579,-10.859804
move,126.39111,-11.03255
move,127.757,-11.225098
move,129.13089,-11.445553
move,130.41087,-11.707671
move,131.70238,-12.150485
move,132.89114,-12.79888
move,134.00523,-13.631034
move,134.97523,-14.488296
move,135.92474,-15.438158
move,136.87927,-16.400097
move,137.88217,-17.31127
move,138.98354,-18.119692
move,140.1825,-18.749357
move,141.47307,-19.196632
move,142.76512,-19.460161
move,144.10974,-19.7086
move,145.41481,-20.025078
move,146.72833,-20.358278
move,148.0184,-20.685526
move,149.31851,-21.022299
move,150.61676,-21.410715
move,151.83784,-21.840729
move,153.08037,-22.380169
move,154.17923,-23.039932
move,155.22578,-23.879961
move,156.09123,-24.84123
move,156.83305,-25.93066
move,157.44463,-27.071642
move,158.04163,-28.247643
move,158.53185,-29.458183
move,158.93117,-30.715126
move,159.26433,-32.003414
move,159.48679,-33.31536
move,159.65201,-34.636044
move,159.80223,-35.958515
move,159.92754,-37.307896
move,160.0379,-38.646465
move,160.14987,-40.00917
move,160.21487,-41.338253
move,160.22166,-42.681324
move,160.28403,-44.131424
move,160.4676,-45.388134
move,160.79886,-46.701214
move,161.41255,-47.917824
move,162.3579,-48.896362
move,163.43983,-49.455326
move,164.77954,-49.77616
move,166.15256,-49.903378
move,167.63963,-49.960484
move,168.99019,-50.071968
move,170.36223,-50.214382
move,171.7225,-50.352608
move,173.08607,-50.45117
move,174.45277,-50.437252
move,175.78226,-50.373577
move,177.16037,-50.31465
move,178.51416,-50.252964
move,179.87984,-50.187046
move,181.24686,-50.170635
move,182.58951,-50.203148
move,183.93028,-50.27951
move,185.29225,-50.400375
move,186.6451,-50.47741
move,188.01237,-50.487602
move,189.41585,-50.49984
move,190.74672,-50.514244
move,192.10173,-50.53673
move,193.44307,-50.475895
move,194.82718,-50.332703
move,196.15504,-50.243343
move,197.47202,-50.17119
move,198.78654,-50.06694
move,200.10387,-49.87865
move,201.38411,-49.522636
move,202.56273,-48.907715
move,203.59856,-48.095444
move,204.48753,-47.10563
move,205.35927,-45.990185
move,206.23816,-44.849644
move,207.06523,-43.77608
move,207.97397,-42.691467
move,209.07118,-41.862827
move,210.33891,-41.33125
move,211.72556,-41.12338
move,213.09909,-40.996475
move,214.46167,-40.882797
move,215.89677,-40.765324
move,217.28577,-40.681236
move,218.63951,-40.617855
move,220.04172,-40.553894
move,221.43182,-40.49019
move,222.88232,-40.42325
move,224.27164,-40.34521
move,225.65923,-40.241337
move,227.10371,-40.093758
move,228.46033,-39.92313
move,229.82632,-39.661808
move,231.17659,-39.23816
move,232.39743,-38.655743
move,233.51001,-37.76542
move,234.43135,-36.645466
move,235.26665,-35.472595
move,235.97824,-34.464165
move,236.79088,-33.31979
move,237.64365,-32.190018
move,238.67148,-31.205978
move,239.90147,-30.591965
move,241.25702,-30.232203
move,242.65796,-30.029299
move,244.05096,-29.85706
move,245.41995,-29.68775
move,246.85022,-29.521372
move,248.33046,-29.367018
move,249.77628,-29.236013
move,251.23898,-29.172798
move,252.62968,-29.125439
move,254.1176,-29.097216
move,255.52098,-29.117476
move,256.93628,-29.153635
move,258.35165,-29.189808
move,259.75516,-29.210203
move,261.14673,-29.223963
move,262.5383,-29.23516
move,263.94186,-29.228258
move,265.32092,-29.191916
move,266.72403,-29.152172
move,268.1625,-29.087341
move,269.54865,-28.96974
move,270.90405,-28.717548
move,272.17145,-28.21485
move,273.27707,-27.377378
move,274.16708,-26.234144
move,274.81964,-25.102037
move,275.50797,-23.87888
move,276.24298,-22.684355
move,277.1872,-21.63404
move,278.4014,-20.968407
move,279.7793,-20.663412
move,281.18466,-20.492577
move,282.6002,-20.30684
move,283.9802,-20.050602
move,285.40567,-19.774254
move,286.8222,-19.515896
move,288.25174,-19.260973
move,289.69025,-18.98793
move,291.13885,-18.703579
move,292.59332,-18.338387
move,293.95618,-17.839106
move,295.1997,-17.036663
move,296.12317,-15.904009
move,296.8513,-14.635308
move,297.44058,-13.282245
move,297.95587,-11.911965
move,298.36188,-10.493216
move,298.63507,-9.227786
move,298.88412,-7.650347
move,299.02896,-6.2056174
move,299.16455,-4.9667687
move,299.48096,-3.5402732
move,300.251,-2.2889392
move,301.44473,-1.5357236
move,302.81628,-1.0283127
move,304.24936,-0.7328582
move,305.70828,-0.6162226
move,307.1965,-0.6237631
move,308.73282,-0.66020817
move,310.14813,-0.69365764
move,311.62415,-0.7161284
move,312.83408,-0.7015736
move,314.2599,-0.6313244
move,315.7637,-0.47077796
move,317.16327,-0.25839138
move,318.5891,0.015915127
move,320.0347,0.24469067
move,321.4592,0.33684275
move,322.9469,0.3771524
move,324.36258,0.3858576
move,325.82666,0.3808372
move,327.27863,0.39979762
move,328.7184,0.39888364
move,330.16928,0.34111366
move,331.63034,0.24588476
move,332.96808,0.12680046
move,334.34003,-0.015290155
move,335.7225,-0.17377852
move,337.14685,-0.12351251
move,338.45956,0.156154
move,339.7874,0.57130396
move,341.07852,1.0891513
move,342.362,1.7138442
move,343.52097,2.4152496
move,344.6091,3.2021122
move,345.655,4.0821295
move,346.5969,5.0886517
move,347.41757,6.1817017
move,348.17276,7.3927045
move,348.79865,8.742081
move,349.28824,10.210811
move,349.63684,11.706817
move,349.8146,13.183908
move,349.89145,14.403565
move,349.95157,15.672631
move,349.98825,16.906279
move,350.033,18.442312
move,350.0743,19.845295
move,350.1115,21.28471
move,350.1704,22.735489
move,350.2359,24.16179
move,350.30527,25.624239
move,350.39346,27.061417
move,350.5184,28.580833
move,350.68427,29.937914
move,350.9057,31.151716
move,351.30194,32.522663
move,351.86,33.783276
move,352.59653,35.00518
move,353.52625,36.08602
move,354.65024,36.983223
move,355.88416,37.699715
move,357.2125,38.314747
move,358.5684,38.86683
move,359.95517,39.334553
move,361.3941,39.65754
move,362.68256,39.780937
move,364.14566,39.826523
move,365.37897,39.78363
move,366.8019,39.667103
move,368.23743,39.450954
move,369.68832,39.121826
move,370.8467,38.733414
move,372.11014,38.15221
move,373.37427,37.368805
move,374.06003,36.831863
cluster,4133
move,10,384.5
move,9.930541,384.27448
move,9.616539,383.23764
move,9.257673,382.0128
move,8.895249,380.96954
move,8.385681,379.7762
move,7.9076114,378.78058
move,7.385525,377.81946
move,6.7741036,376.91324
move,6.0404563,376.07373
move,5.2316813,375.30615
move,4.3713036,374.61368
move,3.4825313,373.95767
move,2.6394732,373.27844
move,1.91179,372.43713
move,1.3947788,371.46173
move,1.005535,370.4645
move,0.7298787,369.5124
move,0.48983213,368.5506
move,0.28982866,367.55048
move,0.16566412,366.54764
move,0.084585756,365.55
move,0.044924956,364.5691
move,0.035785403,363.54895
move,0.05360475,362.51926
move,0.058903147,361.5279
move,0.044495735,360.50772
move,0.015163358,359.51685
move,-0.032238793,358.51706
move,-0.1065712,357.4996
move,-0.20976749,356.46524
move,-0.33686447,355.49176
move,-0.5167388,354.48752
move,-0.73043454,353.5097
move,-1.0029721,352.38733
move,-1.2416555,351.41528
move,-1.4170017,350.4497
move,-1.5426874,349.45667
move,-1.6715573,348.47382
move,-1.7497838,347.48572
move,-1.7971278,346.50522
move,-1.8214154,345.48538
move,-1.7691348,344.4764
move,-1.6821222,343.43088
move,-1.6153424,342.4514
move,-1.5416433,341.43387
move,-1.4897131,340.41504
move,-1.4376389,339.3865
move,-1.3551625,338.3696
move,-1.2411964,337.34607
move,-1.144669,336.3208
move,-1.0400907,335.2479
move,-0.8887488,333.82034
move,-0.7589208,332.47147
move,-0.6664147,331.22867
move,-0.61133385,329.8868
move,-0.598229,328.6284
move,-0.57691264,327.39438
move,-0.5830092,326.1602
move,-0.62945867,324.91473
move,-0.7085726,323.64673
move,-0.8109468,322.19833
move,-0.89576685,320.95496
move,-1.0003588,319.7009
move,-1.1037523,318.4347
move,-1.1370357,317.17725
move,-1.098852,315.90732
move,-1.0581379,314.62534
move,-0.98452795,313.28424
move,-0.9408564,312.051
move,-0.92624116,310.69586
move,-0.9209417,309.46167
move,-0.9019824,308.16714
move,-0.8964669,306.87247
move,-0.8971789,305.57776
move,-0.9136518,304.2469
move,-0.9414131,302.9163
move,-1.0237659,301.66092
move,-1.2613181,300.40167
move,-1.7145686,299.15253
move,-2.3316827,298.08527
move,-3.1569877,297.0895
move,-4.1132517,296.1995
move,-5.0840564,295.37988
move,-6.070002,294.55954
move,-7.039511,293.66647
move,-7.896161,292.68097
move,-8.613413,291.56183
move,-9.129602,290.41483
move,-9.550926,289.16562
move,-9.831109,287.8776
move,-9.906427,286.57376
move,-9.831109,287.8776
move,-9.900906,285.26697
move,-9.788707,283.9533
move,-9.575645,282.62747
move,-9.210278,281.3115
move,-8.650291,280.10593
move,-7.882945,279.0055
move,-6.994051,277.9831
move,-5.9917107,277.0187
move,-4.968552,276.14862
move,-3.9391615,275.28595
move,-2.95925,274.40457
move,-2.1417916,273.34167
move,-1.525602,272.13596
move,-1.0816808,270.9202
move,-0.75131303,269.66873
move,-0.5329622,268.33188
move,-0.44037783,267.02856
move,-0.40718257,265.6497
move,-0.42137757,264.3307
move,-0.42875457,263.08435
move,-0.406287,261.8021
move,-0.38064352,260.58035
move,-0.34706473,259.26193
move,-0.33974347,258.0035
move,-0.33126873,256.72086
move,-0.31919432,255.47452
move,-0.3161516,254.01035
move,-0.3185057,252.69135
move,-0.3225114,251.40865
move,-0.32774743,250.13805
move,-0.3309646,248.87956
move,-0.3313852,247.60896
move,-0.33120278,246.31416
move,-0.32957366,245.05566
move,-0.32633352,243.78511
move,-0.30827373,242.5511
move,-0.28347427,241.31715
move,-0.2664758,240.05888
move,-0.26195106,238.75198
move,-0.25438416,237.48146
move,-0.26873887,236.22319
move,-0.33040863,234.8937
move,-0.43441868,233.66393
move,-0.5957708,232.37946
move,-0.8374899,231.09557
move,-1.201937,229.84132
move,-1.704179,228.58302
move,-2.302707,227.43596
move,-3.055942,226.35422
move,-2.302707,227.43596
move,-3.940346,225.34422
move,-4.870226,224.46117
move,-5.8897963,223.58696
move,-6.996386,222.7238
move,-8.080641,221.99501
move,-9.231269,221.35115
move,-10.490063,220.7882
move,-11.755756,220.33942
move,-12.988875,219.98741
move,-14.338434,219.7038
move,-15.657829,219.53018
move,-16.948154,219.42503
move,-18.241571,219.36829
move,-19.559872,219.32845
move,-20.890419,219.29465
move,-22.209097,219.31625
move,-23.502878,219.36377
move,-24.831982,219.43478
move,-26.197334,219.50777
move,-27.49128,219.54887
move,-28.592278,219.56386
move,-30.237726,219.58621
move,-31.616999,219.60486
move,-32.923733,219.61642
move,-34.23047,219.60458
move,-35.53701,219.57925
move,-36.853413,219.5025
move,-38.182777,219.31406
move,-39.468243,218.93062
move,-40.633762,218.31758
move,-41.692516,217.49284
move,-42.67519,216.5775
move,-43.625248,215.62837
move,-44.52291,214.62952
move,-45.413506,213.59201
move,-46.36575,212.6124
move,-47.451515,211.82538
move,-48.707092,211.22818
move,-50.003082,210.79495
move,-51.372356,210.48787
move,-52.686024,210.27504
move,-54.061577,210.18007
move,-55.440872,210.16345
move,-56.8081,210.14911
move,-58.22337,210.11676
move,-59.552067,210.03932
move,-60.952152,209.94012
move,-62.27848,209.8287
move,-63.61686,209.71631
move,-64.930916,209.60338
move,-66.29144,209.46729
move,-67.627144,209.32658
move,-68.936295,209.16737
move,-70.21771,208.9141
move,-71.63438,208.42221
move,-72.80599,207.84569
move,-73.83747,207.12639
move,-74.80745,206.28813
