metadata,origin:fort-sterling,destination:aspenwood
move,-310.8932,-0.7593435
move,-309.69833,-0.67365354
move,-308.28775,-0.6052958
move,-306.8906,-0.5326341
move,-305.45554,-0.4296093
move,-304.04855,-0.30723056
move,-302.63748,-0.106048904
move,-301.2615,0.21123344
move,-299.9287,0.6356604
move,-298.62274,1.2055196
move,-297.41693,1.9124445
move,-296.3403,2.8435853
move,-295.41888,3.8958347
move,-294.56226,5.002093
move,-293.66833,6.1120715
move,-292.63953,7.077192
move,-291.4904,7.873916
move,-290.24057,8.529199
move,-288.89395,9.0332365
move,-287.50174,9.39488
move,-286.08685,9.653352
move,-284.6706,9.813551
move,-283.24918,9.920923
move,-281.79883,9.986208
move,-280.38742,10.037953
move,-278.93628,10.088502
move,-277.4991,10.157999
move,-276.05026,10.253099
move,-274.56378,10.376453
move,-273.13354,10.53177
move,-271.65698,10.742468
move,-270.24954,11.039012
move,-268.86526,11.476033
move,-267.5355,12.023944
move,-266.30853,12.771571
move,-265.19763,13.68504
move,-264.1914,14.675309
move,-263.2339,15.818499
move,-262.37775,16.991026
move,-261.58212,18.189722
move,-260.87372,19.411142
move,-260.29852,20.685827
move,-259.84024,22.021473
move,-259.46796,23.37007
move,-259.17868,24.752275
move,-258.97186,26.122614
move,-258.83405,27.554607
move,-258.77097,28.939034
move,-258.76855,30.39094
move,-258.80884,31.789513
move,-258.87576,33.187103
move,-258.94672,34.59771
move,-259.0165,35.981945
move,-259.0789,37.379757
move,-259.13858,38.777706
move,-259.19595,40.17573
move,-259.24442,41.547653
move,-259.28214,42.999165
move,-259.3069,44.39814
move,-259.325,45.810417
move,-259.3389,47.16994
move,-259.34888,48.529495
move,-259.34436,49.91547
move,-259.32404,51.288113
move,-259.29236,52.66054
move,-259.2343,54.04528
move,-259.14642,55.377735
move,-258.9986,56.639256
move,-258.75662,57.91089
move,-258.43607,59.152546
move,-257.96753,60.51326
move,-257.40295,61.663906
move,-256.7093,62.71287
move,-255.85413,63.732185
move,-254.94841,64.622505
move,-253.92863,65.55132
move,-252.94385,66.58478
move,-252.1513,67.53056
move,-251.43837,68.56692
move,-250.81013,69.64296
move,-250.34557,70.83562
move,-250.12798,72.06168
move,-249.95645,73.33276
move,-249.68027,74.658165
move,-249.23566,75.79531
move,-248.56656,76.9579
move,-247.63055,78.031334
move,-246.64813,78.753586
move,-245.53052,79.20369
move,-244.3079,79.35931
move,-242.91652,79.35934
move,-241.50107,79.33178
move,-240.07355,79.30335
move,-238.86389,79.31868
move,-237.43918,79.41086
move,-236.21098,79.53208
move,-234.82895,79.693886
move,-233.42403,79.86803
move,-232.04338,80.041695
move,-230.81833,80.191765
move,-229.43675,80.35761
move,-228.2106,80.49787
move,-226.81543,80.651436
move,-225.58844,80.7841
move,-224.363,80.9308
move,-223.127,81.09092
move,-221.72482,81.28603
move,-220.49417,81.482704
move,-219.3059,81.76488
move,-218.13586,82.224915
move,-216.94942,82.99145
move,-216.05606,83.82448
move,-215.22838,84.72323
move,-214.46416,85.7073
move,-213.7905,86.74109
move,-213.21034,87.829735
move,-212.74646,88.98594
move,-212.32845,90.33824
move,-212.03238,91.536224
move,-211.79529,92.73508
move,-211.56866,93.94828
move,-211.34572,95.14988
move,-211.12149,96.37583
move,-210.90103,97.60248
move,-210.68517,98.82994
move,-210.47105,100.057724
move,-210.23863,101.39285
move,-210.01562,102.6559
move,-209.77432,103.90315
move,-209.44025,105.10308
move,-208.96625,106.28133
move,-208.41776,107.4004
move,-207.84346,108.520096
move,-207.25107,109.67136
move,-206.59288,110.92474
move,-205.99007,112.04311
move,-205.37044,113.138374
move,-204.72955,114.207184
move,-204.0197,115.21604
move,-203.16385,116.103004
move,-202.13304,116.843216
move,-200.83827,117.47154
move,-199.69583,117.93817
move,-198.53741,118.363815
move,-197.35367,118.7533
move,-196.14008,119.0341
move,-194.9166,119.19582
move,-193.68811,119.31462
move,-192.47101,119.42553
move,-191.2539,119.53643
move,-190.0127,119.649574
move,-188.69853,119.761024
move,-187.4435,119.8533
move,-186.18852,119.94617
move,-184.80255,120.06978
move,-183.54105,120.22025
move,-182.31044,120.41737
move,-181.07367,120.64926
move,-179.83818,120.98925
move,-178.68512,121.52031
move,-177.5887,122.183754
move,-176.58653,122.98316
move,-175.6778,123.92078
move,-174.88113,124.98649
move,-174.14433,126.00649
move,-173.29051,126.94573
move,-172.2927,127.76832
move,-171.1884,128.41826
move,-170.0168,128.90659
move,-168.7858,129.26492
move,-167.44395,129.52658
move,-165.99825,129.75793
move,-164.78983,129.9403
move,-163.54552,130.12811
move,-162.19319,130.32977
move,-160.96846,130.48132
move,-159.65338,130.5804
move,-158.35974,130.63257
move,-157.02881,130.63603
move,-155.78317,130.59515
move,-154.44115,130.54222
move,-153.17174,130.49162
move,-151.85396,130.43913
move,-150.54828,130.3871
move,-149.2547,130.33556
move,-147.94911,130.28075
move,-146.64915,130.15193
move,-145.37485,129.92467
move,-144.05522,129.61649
move,-142.80281,129.28874
move,-141.57014,128.93436
move,-140.39172,128.56757
move,-139.16869,128.14354
move,-138.0829,127.5141
move,-137.07767,126.69898
move,-136.16516,125.83279
move,-135.28386,124.91764
move,-134.38942,123.9985
move,-133.38869,123.15977
move,-132.30977,122.467766
move,-131.19823,121.90477
move,-130.02393,121.42073
move,-128.75061,120.993576
move,-127.56064,120.66688
move,-126.35171,120.41943
move,-125.13549,120.20977
move,-123.89076,120.02485
move,-122.64513,119.846146
move,-121.432045,119.69879
move,-120.21386,119.60202
move,-118.94437,119.55287
move,-117.72239,119.53568
move,-116.29472,119.51725
move,-115.03644,119.501015
move,-113.71765,119.484
move,-112.471466,119.46791
move,-111.21318,119.45166
move,-109.882225,119.440765
move,-108.62385,119.431564
move,-107.35337,119.42231
move,-105.99829,119.40568
move,-104.70438,119.36064
move,-103.43599,119.28851
move,-102.16171,119.14431
move,-100.88463,118.932594
move,-99.64812,118.59514
move,-98.46006,118.054344
move,-97.392845,117.366356
move,-96.40276,116.590164
move,-95.42278,115.725784
move,-94.456154,114.81103
move,-93.5972,113.85931
move,-92.84096,112.82384
move,-92.18379,111.765114
move,-91.57569,110.64983
move,-91.041664,109.48404
move,-90.60264,108.26647
move,-90.28214,107.02504
move,-90.02427,105.756294
move,-89.77479,104.48585
move,-89.53352,103.22616
move,-89.2797,101.981316
move,-88.95689,100.75282
move,-88.53609,99.51589
move,-88.01785,98.303566
move,-87.42158,97.223656
move,-86.70952,96.17179
move,-85.891174,95.10703
move,-85.040306,94.14788
move,-84.1132,93.29805
move,-83.09846,92.57637
move,-81.981544,91.97219
move,-80.86213,91.48247
move,-79.68009,91.05113
move,-78.40867,90.65789
move,-77.13045,90.33304
move,-75.85095,90.06809
move,-74.38819,89.87146
move,-73.158066,89.77232
move,-71.852585,89.716866
move,-70.63054,89.70731
move,-69.38428,89.71437
move,-68.15053,89.74779
move,-66.9171,89.792336
move,-65.67158,89.83732
move,-64.42605,89.88229
move,-63.18047,89.92487
move,-61.93428,89.92884
move,-60.70062,89.89298
move,-59.44288,89.85249
move,-58.18457,89.84501
move,-56.842407,89.89064
move,-55.423916,90.047935
move,-54.238678,90.41622
move,-53.234604,91.12859
move,-52.3806,92.050446
move,-51.706955,93.111626
move,-51.202778,94.28933
move,-50.904186,95.68299
move,-50.83089,96.951004
move,-50.78256,98.390045
move,-50.709457,99.622055
move,-50.626442,100.853455
move,-50.539547,102.12097
move,-50.457706,103.37672
move,-50.387165,104.70586
move,-50.329224,105.96294
move,-50.27268,107.30484
move,-50.221718,108.562195
move,-50.168938,109.855804
move,-50.11289,111.185616
move,-50.054268,112.44264
move,-49.98006,113.698845
move,-49.886192,115.02652
move,-49.791325,116.32987
move,-49.70232,117.57299
move,-49.6114,118.87661
move,-49.514687,120.240456
move,-49.425457,121.471436
move,-49.323017,122.82276
move,-49.22663,124.04107
move,-49.12555,125.307556
move,-49.01756,126.658424
move,-48.90334,127.99665
move,-48.744312,129.2325
move,-48.47961,130.43727
move,-47.9273,131.64241
move,-47.099575,132.6036
move,-46.10013,133.48204
move,-45.13802,134.23547
move,-44.078724,135.0608
move,-43.195824,135.9885
move,-42.469543,137.05946
move,-41.991932,138.18355
move,-41.591724,139.37654
move,-41.2249,140.5802
move,-40.904144,141.8843
move,-40.668457,143.14476
move,-40.492306,144.41518
move,-40.292336,145.7065
move,-40.09274,146.94893
move,-39.896576,148.17967
move,-39.779575,149.44417
move,-39.766182,150.69032
move,-39.79226,151.93631
move,-39.86726,153.19244
move,-39.96144,154.42307
move,-40.104362,155.75847
move,-40.2988,157.00148
move,-40.578243,158.21582
move,-40.932407,159.39792
move,-41.368584,160.56508
move,-41.912117,161.68596
move,-42.600178,162.72363
move,-43.438602,163.62712
move,-44.507793,164.3959
move,-45.558292,165.02043
move,-46.62575,165.68628
move,-47.54735,166.50258
move,-48.237137,167.52267
move,-48.74605,168.64622
move,-49.130527,169.84355
move,-49.388565,171.05
move,-49.54256,172.28664
move,-49.628307,173.51752
move,-49.68977,174.77444
move,-49.750633,176.01929
move,-49.803635,177.36124
move,-49.825195,178.692
move,-49.821556,179.9263
move,-49.815952,181.26944
move,-49.804073,182.50354
move,-49.786243,183.72556
move,-49.75006,184.9592
move,-49.681892,186.3611
move,-49.55576,187.5764
move,-49.328724,188.78923
move,-49.01905,189.99606
move,-48.478737,191.26266
move,-47.81085,192.28488
move,-46.903717,193.32297
move,-46.00736,194.18872
move,-44.948162,195.10957
move,-43.98334,195.8595
move,-42.86961,196.71327
move,-42.016724,197.60226
move,-41.229233,198.76315
move,-40.56188,200.02472
move,-40.08315,201.34273
move,-39.801037,202.64296
move,-39.646435,203.97665
move,-39.58879,205.33058
move,-39.56286,206.6855
move,-39.553078,208.02855
move,-39.545547,209.37164
move,-39.533558,210.69043
move,-39.509308,212.02121
move,-39.475754,213.37604
move,-39.436394,214.70645
move,-39.37098,215.96309
move,-39.208782,217.24678
move,-38.874523,218.6091
move,-38.423306,219.86053
move,-37.840458,221.00156
move,-37.072445,222.0728
move,-36.25091,222.9935
move,-35.23052,223.97467
move,-34.33008,224.80089
move,-33.413677,225.66312
move,-32.607365,226.58047
move,-31.878618,227.57625
move,-31.233086,228.6835
move,-30.784426,229.88312
move,-30.51442,231.12413
move,-30.330715,232.41779
move,-30.23997,233.66054
move,-30.196533,234.94241
move,-30.158386,236.27287
move,-30.123512,237.54286
move,-30.085707,238.83702
move,-30.048933,240.14331
move,-30.026283,241.38937
move,-30.001204,242.68378
move,-29.91686,243.97557
move,-29.739418,245.24551
move,-29.44413,246.50539
move,-28.952675,247.71277
move,-28.024372,248.53484
move,-26.791805,248.9104
move,-25.529703,249.05377
move,-24.247303,249.2251
move,-23.021059,249.66682
move,-21.987274,250.37872
move,-21.096182,251.29869
move,-20.433468,252.37912
move,-20.113749,253.61586
move,-20.066122,254.9694
move,-20.096043,256.2759
move,-20.12673,257.5703
move,-20.091356,258.87607
move,-19.904428,260.11908
move,-19.431515,261.30692
move,-18.686024,262.37708
move,-17.761576,263.31656
move,-16.755573,264.11075
move,-15.693262,264.85086
move,-14.632527,265.59314
move,-13.667065,266.46924
move,-12.869235,267.53314
move,-12.219799,268.66626
move,-11.668385,269.8507
move,-11.226578,271.09296
move,-10.888519,272.42993
move,-10.642813,273.6764
move,-10.454056,274.99384
move,-10.302665,276.32834
move,-10.183104,277.77524
move,-10.107051,279.0677
move,-10.044783,280.37305
move,-9.997289,281.7153
move,-9.961174,283.0459
move,-9.931482,284.30396
move,-9.898638,285.6225
move,-9.831316,286.93948
move,-9.663633,288.25937
move,-9.3579235,289.5538
move,-8.863898,290.78665
move,-8.103271,291.84616
move,-7.1740894,292.78052
move,-6.110931,293.58032
move,-5.0150857,294.35678
move,-3.9092534,295.1607
move,-2.9017024,296.06357
move,-2.1062331,297.17303
move,-1.4641734,298.3661
move,-0.9237929,299.6085
move,-0.43510127,300.92404
move,-0.059028544,302.23807
move,0.17813128,303.5597
move,0.34185946,304.89282
move,0.48036152,306.2287
move,0.5261094,307.55814
move,0.47703296,308.88815
move,0.3928459,310.21658
move,0.30758747,311.58118
move,0.23086962,312.8979
move,0.19126855,314.2526
move,0.15987405,315.58328
move,0.105564035,316.93726
move,-0.00045370916,318.31247
move,-0.10442543,319.68796
move,-0.18544148,321.01642
move,-0.24533361,322.3702
move,-0.27740422,323.73706
move,-0.29534248,325.10428
move,-0.31156465,326.4716
move,-0.3185414,327.86313
move,-0.31694788,329.2304
move,-0.3072964,330.63416
move,-0.29006323,332.01358
move,-0.26367816,333.38055
move,-0.23242544,334.6386
move,-0.19618934,336.0056
move,-0.16321352,337.25162
move,-0.12670867,338.59433
move,-0.083886944,339.91248
move,-0.030230317,341.2424
move,0.041705847,342.58353
move,0.13210312,343.92365
move,0.2215049,345.2638
move,0.31095368,346.5918
move,0.39188647,347.93237
move,0.41993025,349.2751
move,0.4584808,350.65393
move,0.5120298,351.99597
move,0.5733535,353.28925
move,0.63639677,354.61877
move,0.70115924,355.98456
move,0.7624831,357.27783
move,0.8272459,358.64362
move,0.8874237,359.91272
move,0.95161325,361.26642
move,0.9945976,362.1729
cluster,1203
move,-10,-352.5
move,-9.569726,-351.6482
move,-9.151362,-350.56854
move,-8.734754,-349.41907
move,-8.247816,-348.43143
move,-7.4413204,-347.48663
move,-6.498505,-346.7102
move,-5.4845605,-346.04724
move,-4.431276,-345.4263
move,-3.410031,-344.75595
move,-2.5508676,-343.8907
move,-1.8825028,-342.84317
move,-1.3609774,-341.72595
move,-0.9024199,-340.558
move,-0.49479195,-339.39407
move,-0.1516001,-338.1319
move,-0.02448626,-336.8853
move,-0.0619423,-335.6313
move,-0.16625015,-334.38083
move,-0.28635383,-333.30316
move,-0.39901718,-332.06427
move,-0.47912377,-330.96243
move,-0.5365885,-329.87006
move,-0.56604993,-328.6156
move,-0.5634588,-327.51093
move,-0.54266125,-326.24548
move,-0.493385,-325.1528
move,-0.4152718,-323.90045
move,-0.38485247,-322.7748
move,-0.40457946,-321.50967
move,-0.46468344,-320.42816
move,-0.5110709,-319.31378
move,-0.5021853,-318.02686
move,-0.46625218,-316.89056
move,-0.38600066,-315.8104
move,-0.25071278,-314.56302
move,-0.13209395,-313.47565
move,-0.02209583,-312.398
move,0.05764929,-311.26398
move,0.11616283,-309.96768
move,0.14583384,-308.8311
move,0.14328475,-307.53348
move,0.08828202,-306.4087
move,0.009826282,-305.28546
move,-0.104478404,-304.12207
move,-0.24380569,-303.01553
move,-0.49868917,-301.83136
move,-0.8369215,-300.79126
move,-1.2743368,-299.67282
move,-1.7567613,-298.70343
move,-2.3433075,-297.79318
move,-3.1885273,-296.74615
move,-4.1330023,-295.80606
move,-5.1283164,-294.89938
move,-6.152202,-293.9652
move,-7.1148877,-293.0058
move,-7.965856,-291.84827
move,-8.571671,-290.6318
move,-9.056836,-289.32043
move,-9.3856,-287.9476
move,-9.570925,-286.54785
move,-9.657395,-285.1648
move,-9.671253,-283.7527
move,-9.548407,-282.32004
move,-9.261099,-280.92426
move,-8.779349,-279.56982
move,-8.095668,-278.3505
move,-7.2111006,-277.20108
move,-6.1881576,-276.17117
move,-5.1525292,-275.2501
move,-4.0922112,-274.31705
move,-3.032866,-273.32434
move,-2.1423643,-272.31522
move,-1.3180363,-271.0277
move,-0.8000404,-269.75787
move,-0.43475103,-268.367
move,-0.22114752,-267.02463
move,-0.09436477,-265.60486
move,-0.00915017,-264.1819
move,0.06380074,-262.63925
move,0.11195587,-261.13528
move,0.15882516,-259.61816
move,0.20689894,-258.12738
move,0.25458685,-256.62338
move,0.29271463,-255.15868
move,0.30420634,-253.786
move,0.31287584,-252.43968
move,0.32140413,-250.90857
move,0.32880557,-249.57542
move,0.33810085,-248.0311
move,0.34783703,-246.68481
move,0.35914907,-245.18015
move,0.37053528,-243.67548
move,0.37407807,-242.18385
move,0.3744233,-240.78458
move,0.3714215,-239.2665
move,0.37531227,-237.78806
move,0.4537749,-236.27248
move,0.6459059,-234.76688
move,1.0177925,-233.22948
move,1.6058983,-231.96443
move,2.6677084,-230.91371
move,3.8705328,-230.43579
move,5.2097683,-230.23676
move,6.5516677,-230.1878
move,7.8701057,-230.2182
move,9.272961,-230.26335
move,10.567636,-230.26663
move,11.910623,-230.25146
move,13.264542,-230.19275
move,14.557934,-230.13449
move,15.911901,-230.07707
move,17.266466,-230.03574
move,18.621035,-229.99442
move,19.975567,-229.95198
move,21.32999,-229.90622
move,22.696356,-229.85553
move,24.098995,-229.80339
move,25.489542,-229.75172
move,26.904554,-229.70963
move,28.245958,-229.7642
move,29.645903,-229.8654
move,31.046955,-229.94913
move,32.401325,-229.99522
move,33.756275,-229.98184
move,35.144684,-229.8914
move,36.52786,-229.73982
move,37.871017,-229.5596
move,39.218918,-229.42192
move,40.609844,-229.39221
move,42.011547,-229.46169
move,43.406563,-229.61636
move,44.82518,-229.77686
move,46.27507,-229.85419
move,47.699463,-229.95143
move,49.120625,-230.08876
move,50.563194,-230.2534
move,51.966866,-230.43729
move,53.339947,-230.66267
move,54.53811,-230.9028
move,55.89935,-231.28839
move,57.010185,-231.79254
move,58.137867,-232.6815
move,58.883,-233.64594
move,59.44285,-234.95477
move,59.64803,-236.21942
move,59.74101,-237.632
move,59.77156,-238.91415
move,59.761524,-240.30554
move,59.745224,-241.76956
move,59.73947,-243.0764
move,59.72794,-244.29845
move,59.654747,-245.67583
move,59.566525,-247.0888
move,59.475677,-248.538
move,59.388145,-249.96312
move,59.313454,-251.41316
move,59.253456,-252.876
move,59.198902,-254.32701
move,59.157223,-255.77843
move,59.153355,-257.1941
move,59.154297,-258.64612
move,59.19828,-259.855
move,59.317814,-261.27786
move,59.422737,-262.51978
move,59.53217,-263.74908
move,59.67135,-265.1943
move,59.821465,-266.45575
move,60.01467,-267.6869
move,60.27867,-269.1021
move,60.62079,-270.27448
move,61.06726,-271.48975
move,61.590725,-272.63336
move,62.372383,-273.9135
move,63.12015,-274.9251
move,63.98956,-275.85007
move,65.15399,-276.81375
move,66.1973,-277.4719
move,67.34047,-278.02435
move,68.55129,-278.44675
move,69.80925,-278.7996
move,71.04301,-279.04654
move,72.250534,-279.23453
move,73.496925,-279.40762
move,74.78602,-279.5241
move,76.02001,-279.53986
move,77.3026,-279.53616
move,78.54888,-279.53238
move,79.80727,-279.52716
move,81.101944,-279.51675
move,82.34797,-279.49142
move,83.581566,-279.4532
move,85.057274,-279.41534
move,86.460655,-279.3917
move,87.682655,-279.3772
move,89.00152,-279.37497
move,90.2357,-279.37646
move,91.56667,-279.3862
move,92.994446,-279.39688
move,94.228615,-279.4061
move,95.63218,-279.41574
move,96.89038,-279.3961
move,98.327576,-279.31146
move,99.59873,-279.1438
move,101.01148,-278.81265
move,102.21881,-278.38116
move,103.30452,-277.82376
move,104.30946,-277.02957
move,105.170135,-276.11243
move,106.09116,-274.95877
move,106.88573,-273.9518
move,107.821686,-272.9894
move,108.78432,-272.142
move,109.81006,-271.37476
move,110.911316,-270.85007
move,112.11128,-270.51538
move,113.437904,-270.2393
move,114.8014,-270.03064
move,116.06172,-269.87064
move,117.30289,-269.75827
move,118.714676,-269.6532
move,120.176125,-269.56604
move,121.396835,-269.50812
move,122.63083,-269.4994
move,124.02041,-269.56915
move,125.23871,-269.66544
move,126.637695,-269.77924
move,128.07613,-269.8368
move,129.51587,-269.85007
move,130.9436,-269.8587
move,132.3713,-269.8686
move,133.60533,-269.84973
move,135.04327,-269.77655
move,136.27438,-269.6894
move,137.59718,-269.54373
move,138.92845,-269.29236
move,140.15013,-268.94516
move,141.4956,-268.4335
move,142.61414,-267.85907
move,143.65031,-267.1462
move,144.65656,-266.33182
move,145.56966,-265.5198
move,146.4681,-264.58847
move,147.21,-263.603
move,147.87096,-262.47623
move,148.41664,-261.32922
move,148.91666,-260.0054
move,149.26523,-258.69638
move,149.49205,-257.3852
move,149.63889,-256.01392
move,149.71298,-254.72137
move,149.73962,-253.42702
move,149.73593,-252.13226
move,149.72035,-250.81346
move,149.70102,-249.53099
move,149.68114,-248.21222
move,149.64226,-246.93024
move,149.59082,-245.6244
move,149.54591,-244.3184
move,149.50945,-242.98793
move,149.48788,-241.66924
move,149.48125,-240.31404
move,149.48514,-239.01929
move,149.50371,-237.70052
move,149.53912,-236.46683
move,149.60172,-235.14949
move,149.71892,-233.90889
move,149.89987,-232.63919
move,150.13675,-231.40356
move,150.48402,-230.15686
move,150.99498,-229.03574
move,151.7228,-228.02654
move,152.6166,-227.15973
move,153.61581,-226.39531
move,154.6824,-225.66135
move,155.89705,-224.82242
move,156.91777,-224.02722
move,157.70714,-223.0965
move,158.34773,-222.01468
move,158.85292,-220.84933
move,159.28973,-219.59244
move,159.60219,-218.36143
move,159.7838,-217.09227
move,159.86609,-215.87302
move,159.92433,-214.61592
move,159.98503,-213.29834
move,160.04288,-212.0412
move,160.10239,-210.75992
move,160.16756,-209.47896
move,160.2495,-208.22328
move,160.34247,-206.95618
move,160.45026,-205.70242
move,160.57782,-204.43834
move,160.71863,-203.20001
move,160.89899,-201.9546
move,161.14091,-200.64587
move,161.44402,-199.45
move,161.92944,-198.22505
move,162.68306,-196.97157
move,163.47382,-195.93176
move,164.37366,-194.96878
move,165.3666,-194.12051
move,166.52983,-193.40463
move,167.65218,-192.92252
move,168.8238,-192.53525
move,170.23473,-192.19534
move,171.44241,-192.00865
move,172.65112,-191.82837
move,173.87183,-191.6463
move,175.16481,-191.45682
move,176.45035,-191.3036
move,177.72733,-191.18391
move,179.03114,-191.0949
move,180.32272,-191.00465
move,181.60156,-190.90681
move,182.89241,-190.80707
move,184.231,-190.69724
move,185.45255,-190.52202
move,186.72514,-190.28447
move,187.93484,-189.98564
move,189.15962,-189.60555
move,190.29108,-189.14462
move,191.59108,-188.47227
move,192.6723,-187.82843
move,193.7191,-187.17484
move,194.86722,-186.34785
move,195.81778,-185.48772
move,196.76292,-184.43436
move,197.50526,-183.4486
move,198.17262,-182.41089
move,198.82706,-181.11574
move,199.29858,-179.75603
move,199.66354,-178.36325
move,199.9159,-177.14294
move,200.1275,-175.69446
move,200.2662,-174.46808
move,200.3956,-173.25285
move,200.53043,-171.9652
move,200.71149,-170.50024
move,200.99147,-169.11357
move,201.41238,-167.90332
move,202.09642,-166.58311
move,202.79474,-165.55154
move,203.627,-164.6251
move,204.63649,-163.77786
move,205.68968,-163.0901
move,206.8802,-162.46954
move,208.0761,-161.97424
move,209.31766,-161.5683
move,210.5771,-161.26886
move,211.88683,-161.03336
move,213.18433,-160.87802
move,214.64243,-160.7456
move,215.96916,-160.63896
move,217.34499,-160.54007
move,218.64859,-160.44861
move,219.90463,-160.37103
move,221.34262,-160.29521
move,222.62354,-160.22795
move,224.07362,-160.15181
move,225.3183,-160.0865
move,226.55089,-160.0232
move,227.7712,-159.9568
move,229.01218,-159.84526
move,230.28868,-159.56895
move,231.68365,-159.08829
move,232.78227,-158.52925
move,233.7885,-157.7368
move,234.75793,-156.65732
move,235.5492,-155.57242
move,236.30983,-154.46545
move,237.09076,-153.38803
move,237.99078,-152.46188
move,239.1131,-151.77563
move,240.29921,-151.32259
move,241.5956,-150.97255
move,242.87097,-150.68785
move,244.13649,-150.48114
move,245.34741,-150.31618
move,246.58218,-150.14653
move,247.78084,-149.98114
move,249.05127,-149.80484
move,250.29865,-149.63846
move,251.5102,-149.47876
move,252.76976,-149.31287
move,254.20924,-149.12315
move,255.42159,-148.96884
move,256.68246,-148.81256
move,258.12167,-148.6201
move,259.53818,-148.36229
move,260.72357,-148.06595
move,261.94318,-147.71008
move,263.13544,-147.308
move,264.25772,-146.79686
move,265.4434,-145.98347
move,266.3493,-145.14575
move,267.20245,-144.20508
move,267.94144,-143.20209
move,268.57928,-142.16
move,269.12686,-141.04118
move,269.55096,-139.89543
move,269.8727,-138.69194
move,270.0788,-137.47539
move,270.21014,-136.01747
move,270.27026,-134.73633
move,270.32727,-133.43083
move,270.3817,-132.18579
move,270.44006,-130.79552
move,270.48688,-129.33217
move,270.52042,-128.09846
move,270.54742,-126.646736
move,270.56686,-125.17066
move,270.58328,-123.93657
move,270.59537,-122.52089
move,270.6059,-121.286705
move,270.60303,-119.87105
move,270.55243,-118.468414
move,270.49173,-117.05403
move,270.43643,-115.61522
move,270.3874,-114.188255
move,270.3453,-112.8216
move,270.30936,-111.43057
move,270.27536,-110.01531
move,270.2464,-108.58782
move,270.22253,-107.17232
move,270.21805,-105.7325
move,270.28873,-104.30671
move,270.4122,-103.05444
move,270.61096,-101.68959
move,270.95245,-100.279045
move,271.3995,-99.0909
move,272.12036,-97.90261
move,272.9881,-96.89451
move,273.8962,-96.02352
move,274.84668,-95.18052
move,275.81946,-94.326096
move,276.78668,-93.44756
move,277.6188,-92.52105
move,278.46066,-91.181625
move,278.986,-90.03842
move,279.4534,-88.80543
move,279.82062,-87.5893
move,280.12967,-86.15892
move,280.2728,-84.690605
move,280.25644,-83.26326
move,280.19952,-81.84873
move,280.136,-80.42238
move,280.08786,-79.189125
move,280.05603,-77.83429
move,280.0274,-76.45519
move,280.00797,-75.07592
move,279.95093,-73.73412
move,279.79135,-72.36473
move,279.50406,-70.97863
move,279.13687,-69.58677
move,278.665,-68.27816
move,278.1418,-67.094154
move,277.49066,-65.892334
move,276.71512,-64.79696
move,275.78598,-63.745712
move,274.77246,-62.829136
move,273.62735,-62.040733
move,272.37003,-61.391575
move,271.0307,-60.86422
move,269.73315,-60.473755
move,268.2973,-60.13114
move,266.96838,-59.865437
move,265.59897,-59.61884
move,264.21915,-59.439316
move,262.88165,-59.31832
move,261.50293,-59.28843
move,260.13562,-59.283424
move,258.73206,-59.278282
move,257.38898,-59.27383
move,256.11844,-59.264977
move,254.65443,-59.25976
move,253.40834,-59.283775
move,251.95668,-59.316048
move,250.7228,-59.342155
move,249.42822,-59.362602
move,248.2064,-59.389168
move,246.80373,-59.44092
move,245.40189,-59.510372
move,243.96387,-59.582317
move,242.55002,-59.653057
move,241.1845,-59.721363
move,239.77065,-59.792084
move,238.3447,-59.863403
move,236.9183,-59.92587
move,235.52702,-59.928062
move,234.11717,-59.806847
move,232.75208,-59.445377
move,231.52971,-58.696255
move,230.69539,-57.5357
move,230.26288,-56.115917
move,230.13112,-54.756096
move,230.16656,-53.281128
move,230.25781,-52.038204
move,230.35538,-50.650143
move,230.45352,-49.322865
move,230.52531,-48.066525
move,230.63248,-46.764145
move,230.74216,-45.3163
move,230.79715,-43.901917
move,230.75755,-42.450745
move,230.64615,-41.100227
move,230.47244,-39.658745
move,230.28276,-38.31689
move,230.09438,-36.889496
move,229.9883,-35.51441
move,229.94218,-34.159996
move,229.93542,-32.780712
move,229.93396,-31.377121
move,229.93256,-30.02192
move,229.94537,-28.58211
move,229.97054,-27.215038
move,229.99643,-25.884289
move,230.02403,-24.456757
move,230.05226,-23.07765
move,230.07822,-21.734804
move,230.10175,-20.379808
move,230.14775,-19.01337
move,230.2309,-17.648603
move,230.32973,-16.260637
move,230.43823,-14.946215
move,230.57242,-13.573385
move,230.75284,-12.267036
move,231.02899,-10.91581
move,231.41713,-9.643291
move,232.00713,-8.343996
move,232.68507,-7.1428633
move,233.44197,-6.004799
move,234.27126,-4.995566
move,235.2779,-4.036676
move,236.35275,-3.2119546
move,237.56793,-2.4637039
move,238.80006,-1.8720955
move,240.11652,-1.4247755
move,241.49158,-1.1456479
move,242.8581,-0.95823115
move,244.22835,-0.8002364
move,245.61147,-0.6468983
move,246.85033,-0.5103796
move,248.27182,-0.37618104
move,249.67134,-0.26954243
move,250.93843,-0.17658013
move,252.19345,-0.0845067
move,253.52095,0.012142756
move,254.75256,0.09172018
move,256.15347,0.17780778
move,257.39758,0.253655
move,258.82285,0.34054545
move,260.05493,0.412289
move,261.28757,0.4758959
move,262.55658,0.5371155
move,263.78958,0.5925832
move,265.05896,0.6490318
