move,-274.5124,364.96634
move,-274.2814,363.89368
move,-273.96008,362.79456
move,-273.59155,361.69998
move,-273.19485,360.6255
move,-272.8604,359.7127
move,-272.5125,358.7947
move,-272.16653,357.70355
move,-271.91553,356.75443
move,-271.61737,355.64856
move,-271.36682,354.71927
move,-271.0862,353.67844
move,-270.82065,352.6934
move,-270.5175,351.56894
move,-270.25943,350.61176
move,-270.0316,349.76666
move,-270.0241,349.37213
move,-270.02533,348.24603
move,-270.06894,347.28464
move,-270.14764,346.1419
move,-270.21854,344.99887
move,-270.25284,343.84442
move,-270.28983,342.72858
move,-270.37024,341.75027
move,-270.48013,340.70697
move,-270.61472,339.57913
move,-270.7545,338.45206
move,-270.9105,337.32712
move,-271.08823,336.18604
move,-271.27475,335.05597
move,-271.44894,333.9435
move,-271.5823,332.82532
move,-271.80255,331.72147
move,-272.1277,330.6438
move,-272.494,329.75394
move,-272.97678,328.7153
move,-273.4878,327.75537
move,-274.06607,326.77786
move,-274.658,325.81995
move,-275.29297,324.8901
move,-275.9857,324.0271
move,-276.65466,323.2826
move,-277.33557,322.5489
move,-278.10483,321.68735
move,-278.88867,320.80792
move,-279.7194,319.8788
move,-280.5575,318.9401
move,-281.46255,317.93134
move,-282.39447,316.86548
move,-283.35022,315.77225
move,-284.1545,314.85208
move,-285.07034,313.80438
move,-285.98615,312.75665
move,-286.92578,311.68158
move,-287.85742,310.61566
move,-288.5277,309.39035
move,-289.10565,308.11133
move,-289.56097,306.97736
move,-289.95883,305.6199
move,-290.20496,304.25055
move,-290.4339,302.82898
move,-290.60953,301.4365
move,-290.72638,300.2079
move,-290.83704,298.78445
move,-290.94586,297.34888
move,-291.0451,295.92474
move,-291.0687,294.50946
move,-291.05045,293.0454
move,-290.98813,291.6191
move,-290.8702,290.37848
move,-290.67123,288.96472
move,-290.48483,287.74472
move,-290.30115,286.52432
move,-290.13672,285.28888
move,-289.9975,283.89252
move,-289.9178,282.44266
move,-289.8526,280.9922
move,-289.85046,279.57648
move,-289.8741,278.13696
move,-289.89365,276.95148
move,-289.93616,275.53638
move,-289.98636,274.13345
move,-290.03775,272.6943
move,-290.08224,271.4486
move,-290.13373,270.00943
move,-290.18304,268.63074
move,-290.22733,267.39716
move,-290.2606,266.46988
move,-290.16864,266.22006
move,-289.72287,264.8007
move,-289.47897,263.37186
move,-289.3808,261.92322
move,-289.15863,260.55212
move,-288.7393,259.22662
move,-288.1215,257.9949
move,-287.36383,256.82806
move,-286.56897,255.6712
move,-285.77734,254.5268
move,-284.9969,253.3749
move,-284.30804,252.1806
move,-283.76572,251.00537
move,-283.341,249.80843
move,-283.0784,248.55397
move,-282.95422,247.27763
move,-282.91592,245.98361
move,-282.92102,244.71307
move,-282.956,243.43098
move,-283.01715,242.01663
move,-283.0827,240.79628
move,-283.1603,239.38264
move,-283.23923,237.94492
move,-283.3213,236.50735
move,-283.38742,235.34763
move,-283.47546,233.80133
move,-283.55005,232.49664
move,-283.62946,231.19228
move,-283.7588,229.91676
move,-284.02393,228.6376
move,-284.40045,227.34875
move,-284.8125,226.1598
